dataset,site,image,url,catami_substrate,partition,longitude,latitude
CatlinSeaview_PAC_TLS,PAC_TLS_30022_201407,30022054001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30022_201407/30022054001.jpg,[4],train,124.403962,-9.179148
CatlinSeaview_PAC_TLS,PAC_TLS_30022_201407,30022056001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30022_201407/30022056001.jpg,[4],train,124.403702,-9.179333
CatlinSeaview_PAC_TLS,PAC_TLS_30022_201407,30022068001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30022_201407/30022068001.jpg,[4],test,124.402558,-9.180862
CatlinSeaview_PAC_TLS,PAC_TLS_30023_201407,30023154001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30023_201407/30023154001.jpg,[4],train,124.385163,-9.191805
CatlinSeaview_PAC_TLS,PAC_TLS_30023_201407,30023162001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30023_201407/30023162001.jpg,[4],train,124.38404,-9.192214
CatlinSeaview_PAC_TLS,PAC_TLS_30025_201408,30025023001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30025_201408/30025023001.jpg,[4],train,125.62142,-8.518233
CatlinSeaview_PAC_TLS,PAC_TLS_30025_201408,30025027001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30025_201408/30025027001.jpg,[4],train,125.620789,-8.517799
CatlinSeaview_PAC_TLS,PAC_TLS_30025_201408,30025089001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30025_201408/30025089001.jpg,[4],train,125.613125,-8.52034
CatlinSeaview_PAC_TLS,PAC_TLS_30026_201408,30026164001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30026_201408/30026164001.jpg,[4],train,125.607763,-8.531241
CatlinSeaview_PAC_TLS,PAC_TLS_30026_201408,30026174001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30026_201408/30026174001.jpg,[4],test,125.608314,-8.529811
CatlinSeaview_PAC_TLS,PAC_TLS_30026_201408,30026176001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30026_201408/30026176001.jpg,[2],test,125.608353,-8.529462
CatlinSeaview_PAC_TLS,PAC_TLS_30027_201407,30027177001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30027_201407/30027177001.jpg,[2],train,125.919662,-8.478126
CatlinSeaview_PAC_TLS,PAC_TLS_30027_201407,30027247001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30027_201407/30027247001.jpg,[2],train,125.910514,-8.477674
CatlinSeaview_PAC_TLS,PAC_TLS_30027_201407,30027249001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TLS/PAC_TLS_30027_201407/30027249001.jpg,[2],train,125.910327,-8.47788
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004146201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004146201.jpg,[4],train,121.490589,22.639952
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004146301,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004146301.jpg,[4],train,121.490572,22.639959
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004146401,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004146401.jpg,[4],train,121.490552,22.639967
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004146501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004146501.jpg,[4],train,121.490532,22.639975
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004146601,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004146601.jpg,[4],train,121.490514,22.639982
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004147201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004147201.jpg,[4],train,121.490412,22.640021
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004147701,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004147701.jpg,[4],train,121.490327,22.640057
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004147901,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004147901.jpg,[4],train,121.490291,22.640073
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004148201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004148201.jpg,[4],train,121.490242,22.640092
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004148301,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004148301.jpg,[4],train,121.490223,22.6401
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004148401,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004148401.jpg,[4],train,121.490204,22.640109
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004148501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004148501.jpg,[4],train,121.490186,22.640116
CatlinSeaview_PAC_TWN,PAC_TWN_42004_201605,42004149001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42004_201605/42004149001.jpg,[4],train,121.490105,22.640139
CatlinSeaview_PAC_TWN,PAC_TWN_42008_201605,42008136501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42008_201605/42008136501.jpg,[4],train,121.496719,22.677182
CatlinSeaview_PAC_TWN,PAC_TWN_42008_201605,42008136801,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42008_201605/42008136801.jpg,[4],train,121.496776,22.67717
CatlinSeaview_PAC_TWN,PAC_TWN_42008_201605,42008137001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42008_201605/42008137001.jpg,[2],train,121.496817,22.677158
CatlinSeaview_PAC_TWN,PAC_TWN_42008_201605,42008137601,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42008_201605/42008137601.jpg,[4],train,121.496928,22.677111
CatlinSeaview_PAC_TWN,PAC_TWN_42008_201605,42008137801,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42008_201605/42008137801.jpg,[4],train,121.496961,22.677088
CatlinSeaview_PAC_TWN,PAC_TWN_42008_201605,42008139001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42008_201605/42008139001.jpg,[4],train,121.497141,22.677084
CatlinSeaview_PAC_TWN,PAC_TWN_42008_201605,42008139101,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42008_201605/42008139101.jpg,[4],train,121.497158,22.677096
CatlinSeaview_PAC_TWN,PAC_TWN_42008_201605,42008139401,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42008_201605/42008139401.jpg,[4],train,121.497206,22.677122
CatlinSeaview_PAC_TWN,PAC_TWN_42008_201605,42008139501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42008_201605/42008139501.jpg,[4],train,121.497224,22.677131
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009077101,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009077101.jpg,[4],train,121.511335,22.662371
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009077201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009077201.jpg,[2],train,121.511341,22.662389
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009077501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009077501.jpg,[4],train,121.511335,22.662445
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009077601,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009077601.jpg,[2],train,121.511323,22.662464
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009077901,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009077901.jpg,[4],train,121.51131,22.662503
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009078001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009078001.jpg,[2],train,121.511304,22.662518
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009078201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009078201.jpg,[4],train,121.511303,22.662554
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009078401,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009078401.jpg,[4],train,121.511308,22.662577
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009078501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009078501.jpg,[4],train,121.511313,22.662589
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009078701,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009078701.jpg,[4],train,121.511326,22.66261
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009079001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009079001.jpg,[2],train,121.511349,22.662639
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009079101,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009079101.jpg,[2],train,121.511354,22.662645
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009079202,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009079202.jpg,[2],train,121.51136,22.662656
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009079601,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009079601.jpg,[4],train,121.511383,22.662705
CatlinSeaview_PAC_TWN,PAC_TWN_42009_201605,42009080001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42009_201605/42009080001.jpg,[4],train,121.511413,22.662784
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011045101,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011045101.jpg,[4],test,120.75708,21.947527
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011045301,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011045301.jpg,[4],test,120.757073,21.947495
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011045801,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011045801.jpg,[4],test,120.757046,21.947421
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011045901,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011045901.jpg,[4],test,120.757038,21.947406
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011046001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011046001.jpg,[4],test,120.757029,21.94739
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011046101,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011046101.jpg,[4],test,120.757024,21.947379
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011046201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011046201.jpg,[4],test,120.757017,21.947362
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011046501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011046501.jpg,[4],test,120.75699,21.947314
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011046801,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011046801.jpg,[4],test,120.756966,21.947272
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011047101,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011047101.jpg,[4],test,120.756946,21.947224
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011047501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011047501.jpg,[4],test,120.756914,21.947167
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011047701,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011047701.jpg,[4],test,120.756898,21.947139
CatlinSeaview_PAC_TWN,PAC_TWN_42011_201605,42011047801,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42011_201605/42011047801.jpg,[4],test,120.756889,21.947124
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012117001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012117001.jpg,[4],train,120.747644,21.936324
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012117201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012117201.jpg,[4],train,120.747671,21.936299
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012117301,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012117301.jpg,[4],train,120.747685,21.936286
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012117501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012117501.jpg,[4],train,120.74771,21.936264
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012117601,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012117601.jpg,[4],train,120.747725,21.93625
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012117901,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012117901.jpg,[4],train,120.747765,21.936212
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012118001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012118001.jpg,[4],train,120.747779,21.936199
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012118201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012118201.jpg,[4],train,120.747803,21.936178
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012118301,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012118301.jpg,[4],train,120.747817,21.936165
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012118501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012118501.jpg,[4],train,120.747845,21.93614
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012118701,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012118701.jpg,[4],train,120.747872,21.936114
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012118901,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012118901.jpg,[4],train,120.747894,21.93609
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012119501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012119501.jpg,[4],train,120.747969,21.936011
CatlinSeaview_PAC_TWN,PAC_TWN_42012_201605,42012119901,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42012_201605/42012119901.jpg,[4],train,120.748033,21.935956
CatlinSeaview_PAC_TWN,PAC_TWN_42014_201605,42014099001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42014_201605/42014099001.jpg,[2],train,120.711896,21.958381
CatlinSeaview_PAC_TWN,PAC_TWN_42014_201605,42014099801,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42014_201605/42014099801.jpg,[2],train,120.711843,21.958217
CatlinSeaview_PAC_TWN,PAC_TWN_42014_201605,42014100101,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42014_201605/42014100101.jpg,[2],train,120.711849,21.958154
CatlinSeaview_PAC_TWN,PAC_TWN_42017_201605,42017275002,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42017_201605/42017275002.jpg,[4],test,120.773654,21.949287
CatlinSeaview_PAC_TWN,PAC_TWN_42017_201605,42017275102,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42017_201605/42017275102.jpg,[4],test,120.773679,21.94929
CatlinSeaview_PAC_TWN,PAC_TWN_42017_201605,42017275202,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42017_201605/42017275202.jpg,[4],test,120.773702,21.949292
CatlinSeaview_PAC_TWN,PAC_TWN_42017_201605,42017275402,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42017_201605/42017275402.jpg,[4],test,120.773745,21.949296
CatlinSeaview_PAC_TWN,PAC_TWN_42017_201605,42017275602,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42017_201605/42017275602.jpg,[4],test,120.773779,21.949295
CatlinSeaview_PAC_TWN,PAC_TWN_42017_201605,42017275702,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42017_201605/42017275702.jpg,[4],test,120.773798,21.949292
CatlinSeaview_PAC_TWN,PAC_TWN_42017_201605,42017276002,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42017_201605/42017276002.jpg,[4],test,120.773853,21.949268
CatlinSeaview_PAC_TWN,PAC_TWN_42017_201605,42017276202,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42017_201605/42017276202.jpg,[4],test,120.773882,21.949259
CatlinSeaview_PAC_TWN,PAC_TWN_42017_201605,42017276902,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42017_201605/42017276902.jpg,[2],test,120.774017,21.949216
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018017301,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018017301.jpg,[4],train,119.675033,23.248276
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018017501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018017501.jpg,[4],train,119.675028,23.248306
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018017701,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018017701.jpg,[4],train,119.675026,23.248336
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018018201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018018201.jpg,[4],train,119.675005,23.248404
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018018401,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018018401.jpg,[4],train,119.67499,23.248429
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018018801,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018018801.jpg,[4],train,119.67496,23.248466
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018018901,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018018901.jpg,[4],train,119.674953,23.248477
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018019401,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018019401.jpg,[4],train,119.674932,23.248554
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018019601,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018019601.jpg,[4],train,119.674929,23.248589
CatlinSeaview_PAC_TWN,PAC_TWN_42018_201605,42018019901,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42018_201605/42018019901.jpg,[4],train,119.674934,23.248638
CatlinSeaview_PAC_TWN,PAC_TWN_42019_201605,42019058001,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42019_201605/42019058001.jpg,[4],train,119.665039,23.255222
CatlinSeaview_PAC_TWN,PAC_TWN_42019_201605,42019058301,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42019_201605/42019058301.jpg,[4],train,119.665009,23.255224
CatlinSeaview_PAC_TWN,PAC_TWN_42019_201605,42019058401,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42019_201605/42019058401.jpg,[4],train,119.664997,23.255226
CatlinSeaview_PAC_TWN,PAC_TWN_42019_201605,42019059301,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/CatlinSeaview_PAC_TWN/PAC_TWN_42019_201605/42019059301.jpg,[4],train,119.664906,23.255168
