dataset,site,image,url,substrate,partition,longitude,latitude
German_Bank_2010,HP07,HP07_257130702,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130702.JPG,[0],dropped,-66.56343692,43.43900274
German_Bank_2010,HP07,HP07_257130718,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130718.JPG,[0],train,-66.56348112,43.43916476
German_Bank_2010,HP07,HP07_257130734,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130734.JPG,[0],train,-66.56352415,43.43932247
German_Bank_2010,HP07,HP07_257130750,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130750.JPG,[0],train,-66.56356774,43.43948322
German_Bank_2010,HP07,HP07_257130806,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130806.JPG,[0],train,-66.56361207,43.43964749
German_Bank_2010,HP07,HP07_257130821,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130821.JPG,[0],train,-66.56365025,43.43978722
German_Bank_2010,HP07,HP07_257130837,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130837.JPG,[0],train,-66.56369794,43.43995754
German_Bank_2010,HP07,HP07_257130853,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130853.JPG,[0],train,-66.56374487,43.44012329
German_Bank_2010,HP07,HP07_257130909,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130909.JPG,[0],train,-66.56379041,43.44028718
German_Bank_2010,HP07,HP07_257130925,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP07/HP07_257130925.JPG,[0],train,-66.56384366,43.44048087
German_Bank_2010,HP08,HP08_261123326,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123326.JPG,[4],train,-66.17015109,43.47733647
German_Bank_2010,HP08,HP08_261123342,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123342.JPG,[4],train,-66.17013815,43.47715032
German_Bank_2010,HP08,HP08_261123358,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123358.JPG,[4],train,-66.17014177,43.47692741
German_Bank_2010,HP08,HP08_261123413,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123413.JPG,[4],train,-66.17014285,43.47672187
German_Bank_2010,HP08,HP08_261123429,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123429.JPG,[4],train,-66.17012944,43.47652062
German_Bank_2010,HP08,HP08_261123445,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123445.JPG,[4],train,-66.17010655,43.47634712
German_Bank_2010,HP08,HP08_261123502,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123502.JPG,[4],train,-66.17007435,43.47616988
German_Bank_2010,HP08,HP08_261123517,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123517.JPG,[4],train,-66.17003937,43.47601462
German_Bank_2010,HP08,HP08_261123533,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123533.JPG,[4],train,-66.16999896,43.47585993
German_Bank_2010,HP08,HP08_261123546,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123546.JPG,[4],train,-66.16995977,43.47572679
German_Bank_2010,HP08,HP08_261123550,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123550.JPG,[4],train,-66.16994825,43.47568897
German_Bank_2010,HP08,HP08_261123604,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123604.JPG,[4],train,-66.1699037,43.47555024
German_Bank_2010,HP08,HP08_261123620,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123620.JPG,[4],train,-66.16985364,43.47539987
German_Bank_2010,HP08,HP08_261123636,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123636.JPG,[4],train,-66.16980219,43.47524601
German_Bank_2010,HP08,HP08_261123639,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123639.JPG,[4],train,-66.16979234,43.47521544
German_Bank_2010,HP08,HP08_261123652,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123652.JPG,[4],dropped,-66.1697509,43.47508967
German_Bank_2010,HP08,HP08_261123707,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123707.JPG,[4],dropped,-66.16970292,43.4749424
German_Bank_2010,HP08,HP08_261123724,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123724.JPG,[4],test,-66.16964761,43.47477498
German_Bank_2010,HP08,HP08_261123740,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123740.JPG,[4],test,-66.16959406,43.47461766
German_Bank_2010,HP08,HP08_261123755,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123755.JPG,[4],test,-66.16954316,43.47446959
German_Bank_2010,HP08,HP08_261123811,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123811.JPG,[4],test,-66.16948921,43.47431024
German_Bank_2010,HP08,HP08_261123827,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123827.JPG,[4],test,-66.16943861,43.47415868
German_Bank_2010,HP08,HP08_261123843,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123843.JPG,[4],test,-66.16938638,43.47399943
German_Bank_2010,HP08,HP08_261123859,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123859.JPG,[4],test,-66.1693339,43.47383642
German_Bank_2010,HP08,HP08_261123915,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123915.JPG,[4],test,-66.16927971,43.4736684
German_Bank_2010,HP08,HP08_261123931,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123931.JPG,[4],test,-66.16922822,43.47351063
German_Bank_2010,HP08,HP08_261123947,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123947.JPG,[4],test,-66.1691758,43.47335125
German_Bank_2010,HP08,HP08_261123957,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261123957.JPG,[4],test,-66.16914395,43.47325182
German_Bank_2010,HP08,HP08_261124002,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124002.JPG,[4],test,-66.16912993,43.47320824
German_Bank_2010,HP08,HP08_261124018,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124018.JPG,[4],dropped,-66.16907861,43.47304363
German_Bank_2010,HP08,HP08_261124034,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124034.JPG,[4],dropped,-66.16902884,43.47288348
German_Bank_2010,HP08,HP08_261124049,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124049.JPG,[4],dropped,-66.1689799,43.47272893
German_Bank_2010,HP08,HP08_261124105,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124105.JPG,[4],test,-66.16892993,43.47257187
German_Bank_2010,HP08,HP08_261124121,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124121.JPG,[4],test,-66.16887602,43.47240396
German_Bank_2010,HP08,HP08_261124137,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124137.JPG,[4],test,-66.1688243,43.47223985
German_Bank_2010,HP08,HP08_261124152,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124152.JPG,[4],test,-66.16877558,43.47208641
German_Bank_2010,HP08,HP08_261124205,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124205.JPG,[4],test,-66.16873162,43.47195173
German_Bank_2010,HP08,HP08_261124209,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124209.JPG,[4],test,-66.16871651,43.47190642
German_Bank_2010,HP08,HP08_261124224,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124224.JPG,[4],test,-66.16865833,43.47173537
German_Bank_2010,HP08,HP08_261124240,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124240.JPG,[4],test,-66.1686036,43.47158098
German_Bank_2010,HP08,HP08_261124256,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124256.JPG,[4],test,-66.16854916,43.47142748
German_Bank_2010,HP08,HP08_261124311,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124311.JPG,[4],test,-66.16850516,43.47129948
German_Bank_2010,HP08,HP08_261124328,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124328.JPG,[4],test,-66.16845255,43.47113959
German_Bank_2010,HP08,HP08_261124341,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124341.JPG,[4],test,-66.16841223,43.4710136
German_Bank_2010,HP08,HP08_261124359,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124359.JPG,[4],test,-66.16835277,43.47082886
German_Bank_2010,HP08,HP08_261124414,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124414.JPG,[4],test,-66.16830183,43.47067224
German_Bank_2010,HP08,HP08_261124430,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124430.JPG,[4],test,-66.16824659,43.4705081
German_Bank_2010,HP08,HP08_261124446,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124446.JPG,[4],test,-66.16818886,43.47034299
German_Bank_2010,HP08,HP08_261124502,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124502.JPG,[4],dropped,-66.16813253,43.47018111
German_Bank_2010,HP08,HP08_261124513,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124513.JPG,[4],dropped,-66.16809415,43.47006967
German_Bank_2010,HP08,HP08_261124518,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124518.JPG,[4],dropped,-66.16807311,43.47000824
German_Bank_2010,HP08,HP08_261124533,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124533.JPG,[4],train,-66.16801618,43.46984359
German_Bank_2010,HP08,HP08_261124548,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124548.JPG,[4],train,-66.1679701,43.46970878
German_Bank_2010,HP08,HP08_261124554,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124554.JPG,[4],train,-66.16795029,43.46965043
German_Bank_2010,HP08,HP08_261124605,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124605.JPG,[4],train,-66.16791262,43.46954001
German_Bank_2010,HP08,HP08_261124620,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124620.JPG,[4],train,-66.16786453,43.46939335
German_Bank_2010,HP08,HP08_261124637,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124637.JPG,[4],train,-66.16781633,43.46922736
German_Bank_2010,HP08,HP08_261124647,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124647.JPG,[4],train,-66.16778892,43.46912134
German_Bank_2010,HP08,HP08_261124652,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124652.JPG,[4],train,-66.16777744,43.46907316
German_Bank_2010,HP08,HP08_261124707,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124707.JPG,[4],train,-66.16774275,43.46892144
German_Bank_2010,HP08,HP08_261124723,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124723.JPG,[4],train,-66.16770491,43.46874915
German_Bank_2010,HP08,HP08_261124739,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124739.JPG,[4],train,-66.16767004,43.46858651
German_Bank_2010,HP08,HP08_261124755,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP08/HP08_261124755.JPG,[4],train,-66.16763717,43.4684281
German_Bank_2010,HP13,HP13_258165045,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165045.JPG,[3],train,-66.43406709,43.323731
German_Bank_2010,HP13,HP13_258165100,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165100.JPG,[3],train,-66.43398963,43.32367019
German_Bank_2010,HP13,HP13_258165116,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165116.JPG,[3],train,-66.43381928,43.32353566
German_Bank_2010,HP13,HP13_258165132,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165132.JPG,[3],train,-66.4336127,43.32338007
German_Bank_2010,HP13,HP13_258165148,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165148.JPG,[2],train,-66.43344699,43.32326206
German_Bank_2010,HP13,HP13_258165204,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165204.JPG,[2],train,-66.43330063,43.32315835
German_Bank_2010,HP13,HP13_258165220,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165220.JPG,[2],train,-66.4331872,43.3230765
German_Bank_2010,HP13,HP13_258165235,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165235.JPG,[2],train,-66.43307124,43.32299249
German_Bank_2010,HP13,HP13_258165251,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165251.JPG,[2],train,-66.43293695,43.32289688
German_Bank_2010,HP13,HP13_258165307,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165307.JPG,[2],train,-66.43280245,43.3228068
German_Bank_2010,HP13,HP13_258165323,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165323.JPG,[3],train,-66.43265503,43.32271225
German_Bank_2010,HP13,HP13_258165339,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165339.JPG,[3],train,-66.43250102,43.32261658
German_Bank_2010,HP13,HP13_258165354,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165354.JPG,[3],train,-66.43235529,43.32253078
German_Bank_2010,HP13,HP13_258165411,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165411.JPG,[3],train,-66.43219253,43.32243631
German_Bank_2010,HP13,HP13_258165418,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165418.JPG,[3],train,-66.43212008,43.32239257
German_Bank_2010,HP13,HP13_258165427,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165427.JPG,[3],train,-66.43203662,43.32234064
German_Bank_2010,HP13,HP13_258165442,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165442.JPG,[3],train,-66.43189437,43.3222484
German_Bank_2010,HP13,HP13_258165458,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165458.JPG,[3],dropped,-66.4317436,43.32214552
German_Bank_2010,HP13,HP13_258165512,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165512.JPG,[3],dropped,-66.43161676,43.32205807
German_Bank_2010,HP13,HP13_258165528,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165528.JPG,[3],dropped,-66.43146416,43.3219499
German_Bank_2010,HP13,HP13_258165544,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165544.JPG,[2],test,-66.43132322,43.32184643
German_Bank_2010,HP13,HP13_258165600,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165600.JPG,[2],test,-66.43117411,43.32173601
German_Bank_2010,HP13,HP13_258165616,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165616.JPG,[2],test,-66.431025,43.32162729
German_Bank_2010,HP13,HP13_258165632,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165632.JPG,[2],test,-66.43088234,43.32152435
German_Bank_2010,HP13,HP13_258165648,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165648.JPG,[2],test,-66.43075876,43.32143583
German_Bank_2010,HP13,HP13_258165704,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165704.JPG,[2],test,-66.43063534,43.32134985
German_Bank_2010,HP13,HP13_258165720,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165720.JPG,[2],test,-66.43050707,43.32126332
German_Bank_2010,HP13,HP13_258165736,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165736.JPG,[2],test,-66.43036102,43.3211659
German_Bank_2010,HP13,HP13_258165752,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165752.JPG,[2],test,-66.43022915,43.32107861
German_Bank_2010,HP13,HP13_258165807,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165807.JPG,[2],test,-66.4300985,43.32099321
German_Bank_2010,HP13,HP13_258165823,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165823.JPG,[2],test,-66.42995912,43.32090246
German_Bank_2010,HP13,HP13_258165839,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165839.JPG,[2],test,-66.42983638,43.32082392
German_Bank_2010,HP13,HP13_258165855,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165855.JPG,[2],test,-66.42970172,43.32073879
German_Bank_2010,HP13,HP13_258165910,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165910.JPG,[2],test,-66.42957213,43.32065568
German_Bank_2010,HP13,HP13_258165926,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165926.JPG,[2],test,-66.42945787,43.32058147
German_Bank_2010,HP13,HP13_258165941,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165941.JPG,[2],test,-66.42933612,43.32050475
German_Bank_2010,HP13,HP13_258165957,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258165957.JPG,[2],test,-66.42919485,43.32041584
German_Bank_2010,HP13,HP13_258170013,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170013.JPG,[2],test,-66.42905427,43.32032396
German_Bank_2010,HP13,HP13_258170029,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170029.JPG,[3],test,-66.42891517,43.32023162
German_Bank_2010,HP13,HP13_258170044,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170044.JPG,[3],test,-66.42880883,43.32015764
German_Bank_2010,HP13,HP13_258170101,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170101.JPG,[3],test,-66.4286721,43.32005298
German_Bank_2010,HP13,HP13_258170116,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170116.JPG,[3],test,-66.42856811,43.31996535
German_Bank_2010,HP13,HP13_258170133,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170133.JPG,[3],test,-66.42844089,43.31985077
German_Bank_2010,HP13,HP13_258170148,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170148.JPG,[3],test,-66.42833565,43.31974915
German_Bank_2010,HP13,HP13_258170204,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170204.JPG,[3],test,-66.42822796,43.31963909
German_Bank_2010,HP13,HP13_258170219,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170219.JPG,[3],dropped,-66.42813147,43.31953806
German_Bank_2010,HP13,HP13_258170235,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170235.JPG,[3],dropped,-66.4280164,43.31941551
German_Bank_2010,HP13,HP13_258170250,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170250.JPG,[3],dropped,-66.42792361,43.31931774
German_Bank_2010,HP13,HP13_258170307,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170307.JPG,[3],train,-66.42781272,43.31920058
German_Bank_2010,HP13,HP13_258170322,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170322.JPG,[3],train,-66.42771104,43.3190879
German_Bank_2010,HP13,HP13_258170338,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170338.JPG,[3],train,-66.4276141,43.31897806
German_Bank_2010,HP13,HP13_258170354,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170354.JPG,[3],train,-66.42751687,43.31886677
German_Bank_2010,HP13,HP13_258170409,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170409.JPG,[3],train,-66.42742597,43.31876122
German_Bank_2010,HP13,HP13_258170426,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170426.JPG,[3],train,-66.42732578,43.31864249
German_Bank_2010,HP13,HP13_258170441,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170441.JPG,[3],train,-66.42724002,43.31854133
German_Bank_2010,HP13,HP13_258170447,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170447.JPG,[3],train,-66.42719702,43.31849004
German_Bank_2010,HP13,HP13_258170450,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/HP13/HP13_258170450.JPG,[3],train,-66.4271789,43.31846824
